"","Campaign Name","Ad Set Name","Ad Name","","","","",""
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","39","3","0,86","35","22,05"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","1","","0","1","0"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Nem todo problema","1","1","0,03","1","30"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Nem todo problema","1","","0,05","1","50"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - O trabalho pode ocupar","67","6","2,02","65","30,15"
"2026-09-02","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","04 - IG | M | 35+ | Centro - Sul - Sudeste | Publico High Ticket | Lista MC LLK — Cópia","Reels - Se voce se reconhece","339","24","5,39","333","15,9"
"2026-09-02","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","231","11","6,08","228","26,32"
"2026-09-02","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Você não precisa ser guerreira todos os dias...","Você não precisa ser guerreira todos os dias...","270","8","4,81","260","17,81"
"2026-09-02","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | A mulher potente também cansa...","A mulher potente também cansa...","260","6","5,8","256","22,31"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","1011","77","16,3","961","16,12"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","3","","0,06","3","20"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","320","24","12,29","307","38,41"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","2","","0,02","2","10"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","2","","0,01","2","5"
"2026-09-03","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","5","","0,2","5","40"
"2026-09-03","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","398","18","11,45","389","28,77"
"2026-09-03","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Você não precisa ser guerreira todos os dias...","Você não precisa ser guerreira todos os dias...","403","16","9,23","380","22,9"
"2026-09-03","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | A mulher potente também cansa...","A mulher potente também cansa...","420","19","11,74","401","27,95"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","503","33","10,18","488","20,24"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","26","2","0,83","26","31,92"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","3","","0,21","3","70"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","299","12","11,38","292","38,06"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","2","","0,01","2","5"
"2026-09-04","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","18","1","0,27","18","15"
"2026-09-04","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","287","19","7,03","284","24,49"
"2026-09-04","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Você não precisa ser guerreira todos os dias...","Você não precisa ser guerreira todos os dias...","64","","1,88","64","29,38"
"2026-09-04","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | A mulher potente também cansa...","A mulher potente também cansa...","41","4","1,6","41","39,02"
"2026-09-05","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","402","19","8,24","402","20,5"
"2026-09-05","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","238","21","6,85","232","28,78"
"2026-09-05","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","4","","0,13","4","32,5"
"2026-09-05","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","284","12","7,55","268","26,58"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","605","40","13,66","604","22,58"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Existe uma solidão","17","","0,53","16","31,18"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Passamos anos","4","","0,12","4","30"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","385","24","12,74","375","33,09"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","20","2","0,86","20","43"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser independente é uma conquista","17","","0,21","17","12,35"
"2026-09-06","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","1","","0,01","1","10"
"2026-09-06","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","542","31","12,84","531","23,69"
"2026-09-07","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","00 - IG | M | 35+ | Sudeste | Publico High Ticket | Lista MC LLK","Reels - Se voce se reconhece","228","16","4,42","227","19,39"
"2026-09-07","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Ser Guerreira","106","3","4,87","104","45,94"
"2026-09-07","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Enquanto todos aplaudem","2","","0,23","2","115"
"2026-09-07","LM | E1-DIST |  | ENGJ | ABO | 2026-08-07 | Visitas no Perfil","03 - IG | M | 35+ | Sudeste | Publico Frio de Interesses |","Reels - Nunca é tarde","11","","0,14","11","12,73"
"2026-09-07","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","483","16","10,64","474","22,03"
"2026-09-08","LM | E1-DIST | P2-FRIO | TRFG | ABO | 2026-09-03 | Impulsionar","IG | M | 35 a 54 | SUDESTE | LAL 1% | Se você reconhece esses comportamentos...","Se você reconhece esses comportamentos...","3","","0,04","3","13,33"
